race,gender,persona_string,persona_type,model,demographic(s),accuracy
Hispanic,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicF,0.9215358931552587
White,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteM,0.9682804674457429
Black,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackM,0.9398998330550918
Asian,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianM,0.9365609348914858
Middle-Eastern,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9565943238731218
Hispanic,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicM,0.9298831385642737
White,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteN,0.9616026711185309
Black,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackN,0.9449081803005008
Asian,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianN,0.9265442404006677
Middle-Eastern,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9499165275459098
Hispanic,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicN,0.9282136894824707
White,F,interview,name,OLMo-2-1124-7B-Instruct,WhiteF,0.9323583180987203
Black,F,interview,name,OLMo-2-1124-7B-Instruct,BlackF,0.8994515539305301
Asian,F,interview,name,OLMo-2-1124-7B-Instruct,AsianF,0.9104204753199269
Middle-Eastern,F,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.8939670932358318
Hispanic,F,interview,name,OLMo-2-1124-7B-Instruct,HispanicF,0.9488117001828154
White,M,interview,name,OLMo-2-1124-7B-Instruct,WhiteM,0.9213893967093236
Black,M,interview,name,OLMo-2-1124-7B-Instruct,BlackM,0.8957952468007313
Asian,M,interview,name,OLMo-2-1124-7B-Instruct,AsianM,0.9012797074954296
Middle-Eastern,M,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.8738574040219378
Hispanic,M,interview,name,OLMo-2-1124-7B-Instruct,HispanicM,0.9195612431444241
White,N,interview,name,OLMo-2-1124-7B-Instruct,WhiteN,0.9414990859232175
Black,N,interview,name,OLMo-2-1124-7B-Instruct,BlackN,0.9451553930530164
Asian,N,interview,name,OLMo-2-1124-7B-Instruct,AsianN,0.9250457038391224
Middle-Eastern,N,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9323583180987203
Hispanic,N,interview,name,OLMo-2-1124-7B-Instruct,HispanicN,0.943327239488117
White,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteF,0.9324324324324325
Black,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackF,0.9375
Asian,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianF,0.8918918918918919
Middle-Eastern,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.9206081081081081
Hispanic,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicF,0.9121621621621622
White,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteM,0.9408783783783784
Black,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackM,0.893581081081081
Asian,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianM,0.9222972972972973
Middle-Eastern,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9239864864864865
Hispanic,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicM,0.9155405405405406
White,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteN,0.9239864864864865
Black,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackN,0.9307432432432432
Asian,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianN,0.8969594594594594
Middle-Eastern,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9256756756756757
Hispanic,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicN,0.9324324324324325
White,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteF,0.8994413407821229
Black,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackF,0.8901303538175046
Asian,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianF,0.8975791433891993
Middle-Eastern,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.8975791433891993
Hispanic,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicF,0.8957169459962756
White,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteM,0.9124767225325885
Black,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackM,0.9013035381750466
Asian,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianM,0.9143389199255121
Middle-Eastern,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.8957169459962756
Hispanic,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicM,0.8901303538175046
White,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteN,0.9180633147113594
Black,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackN,0.9143389199255121
Asian,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianN,0.9050279329608939
Middle-Eastern,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9087523277467412
Hispanic,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicN,0.8938547486033519
